model,module,inherited_model,inherited_module
res.partner,partner_firstname,res.partner,test_access_rights
res.users,partner_firstname,res.users,base
base,printnode_base,base,base
delivery.carrier,printnode_base,delivery.carrier,website_sale_delivery
ir.attachment,printnode_base,ir.attachment,base
ir.http,printnode_base,ir.http,base
procurement.group,printnode_base,procurement.group,stock
res.company,printnode_base,res.company,hr_rfid
res.config.settings,printnode_base,res.config.settings,base
res.users,printnode_base,res.users,base
choose.delivery.package,printnode_base,choose.delivery.package,delivery
base,printnode_base,base,base
delivery.carrier,printnode_base,delivery.carrier,website_sale_delivery
ir.attachment,printnode_base,ir.attachment,base
ir.http,printnode_base,ir.http,base
procurement.group,printnode_base,procurement.group,stock
res.company,printnode_base,res.company,hr_rfid
res.config.settings,printnode_base,res.config.settings,base
res.users,printnode_base,res.users,base
choose.delivery.package,printnode_base,choose.delivery.package,delivery
ir.actions.report,report_wkhtmltopdf_param,ir.actions.report,base
report.paperformat,report_wkhtmltopdf_param,report.paperformat,base
ir.actions.report,report_wkhtmltopdf_param,ir.actions.report,base
report.paperformat,report_wkhtmltopdf_param,report.paperformat,base
delivery.carrier,shipengine_shipping_integration,delivery.carrier,website_sale_delivery
res.company,shipengine_shipping_integration,res.company,hr_rfid
res.partner,shipengine_shipping_integration,res.partner,test_access_rights
sale.order,shipengine_shipping_integration,sale.order,printnode_base
stock.picking,shipengine_shipping_integration,stock.picking,printnode_base
delivery.carrier,shipengine_shipping_integration,delivery.carrier,website_sale_delivery
res.company,shipengine_shipping_integration,res.company,hr_rfid
res.partner,shipengine_shipping_integration,res.partner,test_access_rights
sale.order,shipengine_shipping_integration,sale.order,printnode_base
stock.picking,shipengine_shipping_integration,stock.picking,printnode_base
res.partner,sh_base_whatsapp_integration,res.partner,test_access_rights
res.users,sh_base_whatsapp_integration,res.users,base
mail.compose.message,sh_base_whatsapp_integration,mail.compose.message,mail
res.partner,sh_base_whatsapp_integration,res.partner,test_access_rights
res.users,sh_base_whatsapp_integration,res.users,base
mail.compose.message,sh_base_whatsapp_integration,mail.compose.message,mail
res.config.settings,sh_merge_purchase_order,res.config.settings,base
res.config.settings,sh_merge_purchase_order,res.config.settings,base
purchase.order,sh_purchase_archive,purchase.order,printnode_base
purchase.order,sh_purchase_archive,purchase.order,printnode_base
purchase.order,sh_purchase_cancel,purchase.order,printnode_base
res.company,sh_purchase_cancel,res.company,hr_rfid
res.config.settings,sh_purchase_cancel,res.config.settings,base
purchase.order,sh_purchase_cancel,purchase.order,printnode_base
res.company,sh_purchase_cancel,res.company,hr_rfid
res.config.settings,sh_purchase_cancel,res.config.settings,base
purchase.order,sh_purchase_custom_checklist,purchase.order,printnode_base
res.config.settings,sh_purchase_custom_checklist,res.config.settings,base
purchase.order,sh_purchase_custom_checklist,purchase.order,printnode_base
res.config.settings,sh_purchase_custom_checklist,res.config.settings,base
res.config.settings,sh_purchase_multi_product_adv,res.config.settings,base
purchase.order,sh_purchase_multi_product_adv,purchase.order,printnode_base
res.company,sh_purchase_multi_product_adv,res.company,hr_rfid
res.config.settings,sh_purchase_multi_product_adv,res.config.settings,base
purchase.order,sh_purchase_multi_product_adv,purchase.order,printnode_base
res.company,sh_purchase_multi_product_adv,res.company,hr_rfid
purchase.order,sh_purchase_order_history,purchase.order,printnode_base
res.company,sh_purchase_order_history,res.company,hr_rfid
res.config.settings,sh_purchase_order_history,res.config.settings,base
purchase.order,sh_purchase_order_history,purchase.order,printnode_base
res.company,sh_purchase_order_history,res.company,hr_rfid
res.config.settings,sh_purchase_order_history,res.config.settings,base
res.company,sh_purchase_price_history,res.company,hr_rfid
res.config.settings,sh_purchase_price_history,res.config.settings,base
product.template,sh_purchase_price_history,product.template,printnode_base
product.product,sh_purchase_price_history,product.product,printnode_base
res.company,sh_purchase_price_history,res.company,hr_rfid
res.config.settings,sh_purchase_price_history,res.config.settings,base
product.template,sh_purchase_price_history,product.template,printnode_base
product.product,sh_purchase_price_history,product.product,printnode_base
purchase.order,sh_purchase_report_section,purchase.order,printnode_base
purchase.order,sh_purchase_report_section,purchase.order,printnode_base
purchase.order,sh_purchase_tags,purchase.order,printnode_base
purchase.order,sh_purchase_tags,purchase.order,printnode_base
sh.base.send.whatsapp.message.wizard,sh_purchase_whatsapp_integration,sh.base.send.whatsapp.message.wizard,sh_base_whatsapp_integration
purchase.order,sh_purchase_whatsapp_integration,purchase.order,printnode_base
res.company,sh_purchase_whatsapp_integration,res.company,hr_rfid
res.config.settings,sh_purchase_whatsapp_integration,res.config.settings,base
sh.base.send.whatsapp.message.wizard,sh_purchase_whatsapp_integration,sh.base.send.whatsapp.message.wizard,sh_base_whatsapp_integration
purchase.order,sh_purchase_whatsapp_integration,purchase.order,printnode_base
res.company,sh_purchase_whatsapp_integration,res.company,hr_rfid
res.config.settings,sh_purchase_whatsapp_integration,res.config.settings,base
res.config.settings,sh_report_section,res.config.settings,base
res.config.settings,sh_report_section,res.config.settings,base
purchase.order.line,split_rfq,purchase.order.line,csl_project_repair
purchase.order,split_rfq,purchase.order,printnode_base
purchase.order.line,split_rfq,purchase.order.line,csl_project_repair
purchase.order,split_rfq,purchase.order,printnode_base
stock.move,stock_move_location,stock.move,stock
stock.picking,stock_move_location,stock.picking,printnode_base
stock.picking.type,stock_move_location,stock.picking.type,stock
stock.move,stock_move_location,stock.move,stock
stock.picking,stock_move_location,stock.picking,printnode_base
stock.picking.type,stock_move_location,stock.picking.type,stock
ir.http,switch_user_app,ir.http,base
res.config.settings,switch_user_app,res.config.settings,base
res.users,switch_user_app,res.users,base
ir.http,switch_user_app,ir.http,base
res.config.settings,switch_user_app,res.config.settings,base
res.users,switch_user_app,res.users,base
res.config.settings,website_google_tag_manager,res.config.settings,base
website,website_google_tag_manager,website,website
res.config.settings,website_google_tag_manager,res.config.settings,base
website,website_google_tag_manager,website,website
base,project_repair_workflow,base,base
project.task,project_repair_workflow,project.task,project
account.analytic.line,project_repair_workflow,account.analytic.line,analytic
project.task.type,project_repair_workflow,project.task.type,project
base,project_repair_workflow,base,base
project.task,project_repair_workflow,project.task,project
account.analytic.line,project_repair_workflow,account.analytic.line,analytic
project.task.type,project_repair_workflow,project.task.type,project
ir.model.fields,project_repair_workflow_trigger,ir.model.fields,base
ir.model.fields,project_repair_workflow_trigger,ir.model.fields,base
purchase.order,purchase_by_line_routes,purchase.order,printnode_base
purchase.order.line,purchase_by_line_routes,purchase.order.line,csl_project_repair
quality.point,purchase_by_line_routes,quality.point,quality
quality.check,purchase_by_line_routes,quality.check,quality
stock.picking,purchase_by_line_routes,stock.picking,printnode_base
stock.move,purchase_by_line_routes,stock.move,stock
purchase.order,purchase_by_line_routes,purchase.order,printnode_base
purchase.order.line,purchase_by_line_routes,purchase.order.line,csl_project_repair
quality.point,purchase_by_line_routes,quality.point,quality
quality.check,purchase_by_line_routes,quality.check,quality
stock.picking,purchase_by_line_routes,stock.picking,printnode_base
stock.move,purchase_by_line_routes,stock.move,stock
res.config.settings,sale_disable_auto_followers,res.config.settings,base
mail.thread,sale_disable_auto_followers,mail.thread,mail
sale.order,sale_disable_auto_followers,sale.order,printnode_base
account.move,sale_disable_auto_followers,account.move,printnode_base
stock.picking,sale_disable_auto_followers,stock.picking,printnode_base
sale.advance.payment.inv,sale_disable_auto_followers,sale.advance.payment.inv,sale
res.config.settings,sale_disable_auto_followers,res.config.settings,base
mail.thread,sale_disable_auto_followers,mail.thread,mail
sale.order,sale_disable_auto_followers,sale.order,printnode_base
account.move,sale_disable_auto_followers,account.move,printnode_base
stock.picking,sale_disable_auto_followers,stock.picking,printnode_base
sale.advance.payment.inv,sale_disable_auto_followers,sale.advance.payment.inv,sale
choose.delivery.carrier,shipengine_shipping_integration_ex,choose.delivery.carrier,delivery
delivery.carrier,shipengine_shipping_integration_ex,delivery.carrier,website_sale_delivery
rma.expected_delivery,shipengine_shipping_integration_ex,rma.expected_delivery,csl_website
product.packaging,shipengine_shipping_integration_ex,product.packaging,product
res.config.settings,shipengine_shipping_integration_ex,res.config.settings,base
res.partner,shipengine_shipping_integration_ex,res.partner,test_access_rights
res.company,shipengine_shipping_integration_ex,res.company,hr_rfid
sale.order,shipengine_shipping_integration_ex,sale.order,printnode_base
sale.order.line,shipengine_shipping_integration_ex,sale.order.line,sale
shipengine.third.party.accounts,shipengine_shipping_integration_ex,shipengine.third.party.accounts,shipengine_shipping_integration
stock.picking,shipengine_shipping_integration_ex,stock.picking,printnode_base
stock.move,shipengine_shipping_integration_ex,stock.move,stock
delivery.carrier,shipengine_shipping_integration_ex,delivery.carrier,website_sale_delivery
choose.delivery.carrier,shipengine_shipping_integration_ex,choose.delivery.carrier,delivery
delivery.carrier,shipengine_shipping_integration_ex,delivery.carrier,website_sale_delivery
rma.expected_delivery,shipengine_shipping_integration_ex,rma.expected_delivery,csl_website
product.packaging,shipengine_shipping_integration_ex,product.packaging,product
